site,x,y,coast,north,year,rec.period,rec.period2,night,species,obs,obs.min
3,347000,6704000,40.43298631871493,49.86371508979661,2020,16,7,2020-08-24,EPTNIL,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2020,17,8,2020-09-06,EPTNIL,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2020,17,8,2020-09-07,EPTNIL,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2020,18,9,2020-09-20,EPTNIL,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2020,18,9,2020-09-21,EPTNIL,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2019,1,1,2019-05-31,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,1,1,2019-06-01,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,2,2,2019-06-14,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,2,2,2019-06-15,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,3,3,2019-06-28,PIPNAT,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2019,3,3,2019-06-29,PIPNAT,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2019,4,4,2019-07-12,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,4,4,2019-07-13,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,5,5,2019-07-26,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,5,5,2019-07-27,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,6,6,2019-08-09,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,6,6,2019-08-10,PIPNAT,0,0
3,347000,6704000,40.43298631871493,49.86371508979661,2019,7,7,2019-08-23,PIPNAT,NA,NA
3,347000,6704000,40.43298631871493,49.86371508979661,2019,7,7,2019-08-24,PIPNAT,NA,NA
